icon_id,artist_id,num_albums,artist_name,album_id,track_id,album_name,track_name,media_type_id,track_length
2,68,7,"Ariana Grande",5,56,"Yours Truly","Day Dreamin",3,282
2,68,7,"Ariana Grande",5,57,"Yours Truly","The Way",2,279
2,68,7,"Ariana Grande",5,58,"Yours Truly","You’ll Never Know",2,214
2,68,7,"Ariana Grande",5,59,"Yours Truly","Almost Is Never Enough",5,244
2,68,7,"Ariana Grande",5,60,"Yours Truly","Popular Song",1,332
2,68,7,"Ariana Grande",5,61,"Yours Truly","Better Left Unsaid",2,203
2,68,7,"Ariana Grande",6,62,"My Everything",Intro,4,181
2,68,7,"Ariana Grande",6,63,"My Everything",Problem,1,349
2,68,7,"Ariana Grande",6,64,"My Everything","One Last Time",5,355
2,68,7,"Ariana Grande",6,65,"My Everything","Why Try",1,297
2,68,7,"Ariana Grande",6,66,"My Everything","Break Free",5,203
2,68,7,"Ariana Grande",6,67,"My Everything","Best Mistake",4,292
2,68,7,"Ariana Grande",6,68,"My Everything","Be My Baby",1,250
2,68,7,"Ariana Grande",6,69,"My Everything","Break Your Heart Right Back",3,291
2,68,7,"Ariana Grande",6,70,"My Everything","Love Me Harder",1,265
2,68,7,"Ariana Grande",6,71,"My Everything","Just a Little Bit of Your Heart",3,294
2,68,7,"Ariana Grande",6,72,"My Everything","My Everything",2,246
2,68,7,"Ariana Grande",7,73,"Dangerous Woman",Moonlight,1,238
2,68,7,"Ariana Grande",7,74,"Dangerous Woman","Dangerous Woman",1,203
2,68,7,"Ariana Grande",7,75,"Dangerous Woman","Be Alright",4,211
2,68,7,"Ariana Grande",7,76,"Dangerous Woman","Into You",1,299
2,68,7,"Ariana Grande",7,77,"Dangerous Woman","Side to Side",3,194
2,68,7,"Ariana Grande",7,78,"Dangerous Woman","Let Me Love You",2,200
2,68,7,"Ariana Grande",7,79,"Dangerous Woman",Greedy,1,221
2,68,7,"Ariana Grande",7,80,"Dangerous Woman","Leave Me Lonely",3,185
2,68,7,"Ariana Grande",7,81,"Dangerous Woman",Everyday,5,296
2,68,7,"Ariana Grande",7,82,"Dangerous Woman",Sometimes,2,322
2,68,7,"Ariana Grande",7,83,"Dangerous Woman","I Don’t Care",2,214
2,68,7,"Ariana Grande",7,84,"Dangerous Woman","Bad Decisions",2,227
2,68,7,"Ariana Grande",8,85,Sweetener,Raindrops,3,206
2,68,7,"Ariana Grande",8,86,Sweetener,Blazed,2,210
2,68,7,"Ariana Grande",8,87,Sweetener,"The Light Is Coming",5,300
2,68,7,"Ariana Grande",8,88,Sweetener,R.E.M.,5,270
2,68,7,"Ariana Grande",8,89,Sweetener,"God Is a Woman",3,253
2,68,7,"Ariana Grande",8,90,Sweetener,Sweetener,5,326
2,68,7,"Ariana Grande",8,91,Sweetener,Successful,2,212
2,68,7,"Ariana Grande",8,92,Sweetener,Everytime,3,350
2,68,7,"Ariana Grande",8,93,Sweetener,"No Tears Left to Cry",4,181
2,68,7,"Ariana Grande",8,94,Sweetener,Borderline,1,249
2,68,7,"Ariana Grande",8,95,Sweetener,"Better Off",3,196
2,68,7,"Ariana Grande",8,96,Sweetener,"Goodnight n Go",2,224
2,68,7,"Ariana Grande",8,97,Sweetener,"Pete Davidson",2,270
2,68,7,"Ariana Grande",9,98,"Thank U, Next",Imagine,4,292
2,68,7,"Ariana Grande",9,99,"Thank U, Next",Needy,1,332
2,68,7,"Ariana Grande",9,100,"Thank U, Next",NASA,2,360
2,68,7,"Ariana Grande",9,101,"Thank U, Next",Bloodline,3,292
2,68,7,"Ariana Grande",9,102,"Thank U, Next","Fake Smile",2,348
2,68,7,"Ariana Grande",9,103,"Thank U, Next","Bad Idea",4,180
2,68,7,"Ariana Grande",9,104,"Thank U, Next","Make Up",2,223
2,68,7,"Ariana Grande",9,105,"Thank U, Next",Ghostin,5,199
2,68,7,"Ariana Grande",10,106,Positions,"Shut Up",2,286
2,68,7,"Ariana Grande",10,107,Positions,34+35,3,350
2,68,7,"Ariana Grande",10,108,Positions,Motive,4,329
2,68,7,"Ariana Grande",10,109,Positions,"Just Like Magic",5,278
2,68,7,"Ariana Grande",10,110,Positions,"Off the Table",2,250
2,68,7,"Ariana Grande",10,111,Positions,"Six Thirty",1,270
2,68,7,"Ariana Grande",10,112,Positions,"Safety Net",4,350
2,68,7,"Ariana Grande",10,113,Positions,"My Hair",3,183
2,68,7,"Ariana Grande",10,114,Positions,Nasty,5,320
2,68,7,"Ariana Grande",10,115,Positions,Position,2,204
2,68,7,"Ariana Grande",11,116,"Eternal Sunshine","Intro (end of the world)",1,265
2,68,7,"Ariana Grande",11,117,"Eternal Sunshine",Bye,2,221
2,68,7,"Ariana Grande",11,118,"Eternal Sunshine","Don’t Wanna Break Up Again",5,352
2,68,7,"Ariana Grande",11,119,"Eternal Sunshine","Saturn Returns Interlude",2,272
2,68,7,"Ariana Grande",11,120,"Eternal Sunshine","Eternal Sunshine",2,199
2,68,7,"Ariana Grande",11,121,"Eternal Sunshine",Supernatural,1,354
2,68,7,"Ariana Grande",11,122,"Eternal Sunshine",Truelove,1,272
2,68,7,"Ariana Grande",11,123,"Eternal Sunshine","The Boy Is Mine",4,279
2,68,7,"Ariana Grande",11,124,"Eternal Sunshine","Yes, And?",5,226
2,68,7,"Ariana Grande",11,125,"Eternal Sunshine","We Can’t Be Friends",2,273
2,68,7,"Ariana Grande",11,126,"Eternal Sunshine","Ordinary Thing",1,352
3,78,4,BLACKPINK,12,127,"Square Up","Ddu-Du Ddu-Du",4,186
3,78,4,BLACKPINK,12,128,"Square Up","Forever Young",4,333
3,78,4,BLACKPINK,12,129,"Square Up",Really,1,345
3,78,4,BLACKPINK,12,130,"Square Up","See U Later",5,326
3,78,4,BLACKPINK,12,131,"Square Up","As If It’s Your Last",3,195
3,78,4,BLACKPINK,12,132,"Square Up","Whistle (Remix)",1,350
3,78,4,BLACKPINK,12,133,"Square Up","Boombayah (Remix)",3,292
3,78,4,BLACKPINK,12,134,"Square Up","Playing with Fire (Remix)",4,285
3,78,4,BLACKPINK,12,135,"Square Up","Stay (Remix)",2,200
3,78,4,BLACKPINK,12,136,"Square Up","Kiss and Make",1,279
3,78,4,BLACKPINK,12,137,"Square Up","So Hot (Remix)",5,358
3,78,4,BLACKPINK,12,138,"Square Up","Final Screaming",3,328
3,78,4,BLACKPINK,13,139,"Kill This Love","Kill This Love",4,270
3,78,4,BLACKPINK,13,140,"Kill This Love","Don’t Know What To Do",5,304
3,78,4,BLACKPINK,13,141,"Kill This Love","Kick It",5,246
3,78,4,BLACKPINK,13,142,"Kill This Love","Hope Not",2,246
3,78,4,BLACKPINK,13,143,"Kill This Love","Ddu-Du Ddu-Du (Remix)",2,340
3,78,4,BLACKPINK,13,144,"Kill This Love","Forever Young (Remix)",1,206
3,78,4,BLACKPINK,13,145,"Kill This Love","See U Later (Inst)",3,260
3,78,4,BLACKPINK,13,146,"Kill This Love","Kill This Love (Inst)",5,263
3,78,4,BLACKPINK,14,147,"The Album","How You Like",2,254
3,78,4,BLACKPINK,14,148,"The Album","Ice Cream",2,268
3,78,4,BLACKPINK,14,149,"The Album","Pretty Savage",3,288
3,78,4,BLACKPINK,14,150,"The Album","Bet You Wanna",2,305
3,78,4,BLACKPINK,14,151,"The Album","Lovesick Girls",4,239
3,78,4,BLACKPINK,14,152,"The Album","Crazy Over You",1,205
3,78,4,BLACKPINK,14,153,"The Album","Love to Hate",1,346
3,78,4,BLACKPINK,14,154,"The Album","You Never Know",1,197
3,78,4,BLACKPINK,14,155,"The Album","Sour Candy",3,279
3,78,4,BLACKPINK,14,156,"The Album","Whistle 2.0",2,245
3,78,4,BLACKPINK,14,157,"The Album","Typa Girl (Demo)",1,293
3,78,4,BLACKPINK,14,158,"The Album","Stay Gold",1,218
3,78,4,BLACKPINK,14,159,"The Album","Don’t Know Why",1,197
3,78,4,BLACKPINK,14,160,"The Album","Hidden Track",5,220
3,78,4,BLACKPINK,15,161,"Born Pink","Pink Venom",5,235
3,78,4,BLACKPINK,15,162,"Born Pink","Shut Down",2,322
3,78,4,BLACKPINK,15,163,"Born Pink","Typa Girl",1,334
3,78,4,BLACKPINK,15,164,"Born Pink","Yeah Yeah Yeah",2,248
3,78,4,BLACKPINK,15,165,"Born Pink","Hard to Love",4,237
3,78,4,BLACKPINK,15,166,"Born Pink","The Happiest Girl",2,219
3,78,4,BLACKPINK,15,167,"Born Pink",Tally,2,350
3,78,4,BLACKPINK,15,168,"Born Pink","Ready For Love",5,212
3,78,4,BLACKPINK,15,169,"Born Pink","Born Pink",3,314
3,78,4,BLACKPINK,15,170,"Born Pink","So Sick",5,253
3,78,4,BLACKPINK,15,171,"Born Pink","Stay Wild",1,198
3,78,4,BLACKPINK,15,172,"Born Pink","Pink Venom (Remix)",5,271
3,78,4,BLACKPINK,15,173,"Born Pink","Shut Down (Inst)",5,348
4,79,10,BTS,16,174,"Dark & Wild","Intro: What Am I To You",4,233
4,79,10,BTS,16,175,"Dark & Wild",Danger,2,250
4,79,10,BTS,16,176,"Dark & Wild","War of Hormone",3,249
4,79,10,BTS,16,177,"Dark & Wild","Hip Hop Phile",3,335
4,79,10,BTS,16,178,"Dark & Wild","Let Me Know",3,345
4,79,10,BTS,16,179,"Dark & Wild",Rain,2,337
4,79,10,BTS,16,180,"Dark & Wild","BTS Cypher Pt.3: Killer",2,185
4,79,10,BTS,16,181,"Dark & Wild","Interlude: What Are You Doing Now",1,180
4,79,10,BTS,16,182,"Dark & Wild","Can You Turn Off Your Phone",4,229
4,79,10,BTS,16,183,"Dark & Wild","Blanket Kick",5,316
4,79,10,BTS,16,184,"Dark & Wild","24/7 = Heaven",4,339
4,79,10,BTS,16,185,"Dark & Wild","Look Here",4,317
4,79,10,BTS,16,186,"Dark & Wild","2nd Grade",4,337
4,79,10,BTS,17,187,Wings,"Intro: Boy Meets Evil",4,274
4,79,10,BTS,17,188,Wings,"Blood Sweat & Tears",5,354
4,79,10,BTS,17,189,Wings,Begin,4,357
4,79,10,BTS,17,190,Wings,Lie,5,280
4,79,10,BTS,17,191,Wings,Stigmata,4,192
4,79,10,BTS,17,192,Wings,"First Love (Reimagined)",2,343
4,79,10,BTS,17,193,Wings,Reflection,3,265
4,79,10,BTS,17,194,Wings,Mama,1,280
4,79,10,BTS,17,195,Wings,Awake,1,245
4,79,10,BTS,18,196,"You Never Walk Alone","Spring Day",1,282
4,79,10,BTS,18,197,"You Never Walk Alone","Not Today",3,319
4,79,10,BTS,18,198,"You Never Walk Alone","Outro: Wings",1,352
4,79,10,BTS,18,199,"You Never Walk Alone","A Supplementary Story: You Never Walk Alone",3,269
4,79,10,BTS,18,200,"You Never Walk Alone","You're My Euphoria",3,306
4,79,10,BTS,18,201,"You Never Walk Alone","Lost Stars",1,241
4,79,10,BTS,18,202,"You Never Walk Alone","Go Go (Reprise)",5,248
4,79,10,BTS,18,203,"You Never Walk Alone","Crystal Snow",2,246
4,79,10,BTS,19,204,"Love Yourself: Her","Intro: Serendipity",1,281
4,79,10,BTS,19,205,"Love Yourself: Her",DNA,5,266
4,79,10,BTS,19,206,"Love Yourself: Her","Best of Me",4,325
4,79,10,BTS,19,207,"Love Yourself: Her",Dimple,3,228
4,79,10,BTS,19,208,"Love Yourself: Her","Pied Piper",2,186
4,79,10,BTS,19,209,"Love Yourself: Her","Skit: Billboard",2,343
4,79,10,BTS,19,210,"Love Yourself: Her","MIC Drop",1,322
4,79,10,BTS,19,211,"Love Yourself: Her","Go Go",4,346
4,79,10,BTS,19,212,"Love Yourself: Her","Outro: Her",3,252
4,79,10,BTS,19,213,"Love Yourself: Her","DNA (Remix)",1,272
4,79,10,BTS,20,214,"Love Yourself: Tear","Intro: Singularity",5,224
4,79,10,BTS,20,215,"Love Yourself: Tear","Fake Love",5,249
4,79,10,BTS,20,216,"Love Yourself: Tear","The Truth Untold",1,270
4,79,10,BTS,20,217,"Love Yourself: Tear",134340,1,358
4,79,10,BTS,20,218,"Love Yourself: Tear",Paradise,4,209
4,79,10,BTS,20,219,"Love Yourself: Tear","Love Maze",3,235
4,79,10,BTS,20,220,"Love Yourself: Tear","Magic Shop",3,325
4,79,10,BTS,20,221,"Love Yourself: Tear",Airplane,1,309
4,79,10,BTS,20,222,"Love Yourself: Tear",Anpanman,5,308
4,79,10,BTS,20,223,"Love Yourself: Tear","Outro: Tear",3,266
4,79,10,BTS,21,224,"Love Yourself: Answer",Ephera,2,341
4,79,10,BTS,21,225,"Love Yourself: Answer","Trivia 起: Just Dance",3,289
4,79,10,BTS,21,226,"Love Yourself: Answer","Serendipity (Full Length Edit)",5,244
4,79,10,BTS,21,227,"Love Yourself: Answer","DNA (Re-edit)",1,250
4,79,10,BTS,21,228,"Love Yourself: Answer",IDOL,3,347
4,79,10,BTS,21,229,"Love Yourself: Answer","Answer: Love Myself",3,229
4,79,10,BTS,21,230,"Love Yourself: Answer","Trivia 承: Love",4,192
4,79,10,BTS,21,231,"Love Yourself: Answer","Trivia 轉: Seesaw",5,298
4,79,10,BTS,21,232,"Love Yourself: Answer","Tear (Remastered)",3,218
4,79,10,BTS,21,233,"Love Yourself: Answer","Epilogue: Young Forever (Reprise)",2,293
4,79,10,BTS,21,234,"Love Yourself: Answer","Outro: Answer",4,293
4,79,10,BTS,22,235,"Map of the Soul: Persona","Intro: Persona",2,266
4,79,10,BTS,22,236,"Map of the Soul: Persona","Boy With Luv",4,231
4,79,10,BTS,22,237,"Map of the Soul: Persona",Mikrokosmos,4,313
4,79,10,BTS,22,238,"Map of the Soul: Persona","Make It Right",3,246
4,79,10,BTS,22,239,"Map of the Soul: Persona",HOME,1,222
4,79,10,BTS,22,240,"Map of the Soul: Persona","Jamais Vu",1,249
4,79,10,BTS,22,241,"Map of the Soul: Persona",Dionysus,1,285
4,79,10,BTS,22,242,"Map of the Soul: Persona","Map Sketch (interlude)",4,263
4,79,10,BTS,22,243,"Map of the Soul: Persona","Heartbeat (game version)",3,340
4,79,10,BTS,22,244,"Map of the Soul: Persona","Soul Map (instrumental)",1,337
4,79,10,BTS,22,245,"Map of the Soul: Persona","Boy With Luv (Remix)",2,276
4,79,10,BTS,22,246,"Map of the Soul: Persona","Persona (Live Edit)",5,254
4,79,10,BTS,22,247,"Map of the Soul: Persona","Dionysus (Remix)",5,188
4,79,10,BTS,22,248,"Map of the Soul: Persona","Mikrokosmos (Piano Ver.)",5,255
4,79,10,BTS,23,249,"Map of the Soul: 7","Interlude: Shadow",1,242
4,79,10,BTS,23,250,"Map of the Soul: 7","Black Swan",4,302
4,79,10,BTS,23,251,"Map of the Soul: 7",Filter,1,283
4,79,10,BTS,23,252,"Map of the Soul: 7","My Time",3,194
4,79,10,BTS,23,253,"Map of the Soul: 7","Louder than Bombs",2,313
4,79,10,BTS,23,254,"Map of the Soul: 7",ON,1,304
4,79,10,BTS,23,255,"Map of the Soul: 7",Ugh!,2,319
4,79,10,BTS,23,256,"Map of the Soul: 7","00:00 (Zero O’Clock)",2,316
4,79,10,BTS,23,257,"Map of the Soul: 7","Inner Child",5,280
4,79,10,BTS,23,258,"Map of the Soul: 7",Friends,4,231
4,79,10,BTS,23,259,"Map of the Soul: 7",Moon,5,307
4,79,10,BTS,23,260,"Map of the Soul: 7","We are Bulletproof: the Eternal",2,200
4,79,10,BTS,24,261,BE,"Life Goes On",1,310
4,79,10,BTS,24,262,BE,"Fly To My Room",2,249
4,79,10,BTS,24,263,BE,"Blue & Grey",5,269
4,79,10,BTS,24,264,BE,Skit,3,313
4,79,10,BTS,24,265,BE,Telepathy,3,314
4,79,10,BTS,24,266,BE,Dis-ease,2,312
4,79,10,BTS,24,267,BE,Stay,2,334
4,79,10,BTS,24,268,BE,Dynamite,3,214
4,79,10,BTS,24,269,BE,"Life Goes On (Acoustic)",1,201
4,79,10,BTS,24,270,BE,"BE (Outro)",5,277
4,79,10,BTS,25,271,Proof,"Yet To Come",3,331
4,79,10,BTS,25,272,Proof,"Run BTS",2,269
4,79,10,BTS,25,273,Proof,"Born Singers",2,324
4,79,10,BTS,25,274,Proof,"No More Dream (2022 Ver)",5,244
4,79,10,BTS,25,275,Proof,"Butter (Peaches Remix)",5,264
4,79,10,BTS,25,276,Proof,"Fake Love (Rock Mix)",4,316
4,79,10,BTS,25,277,Proof,"For Youth",4,349
4,79,10,BTS,25,278,Proof,"Run (Re-edit)",5,243
4,79,10,BTS,25,279,Proof,"DDAENG (Hidden Track)",1,323
4,79,10,BTS,25,280,Proof,"House of Card (Full Length)",2,355
4,79,10,BTS,25,281,Proof,"We Are Bulletproof PT.2 (Remastered)",4,205
4,79,10,BTS,25,282,Proof,"ON (Orchestral Ver.)",3,242
4,79,10,BTS,25,283,Proof,"Outro: Jungkook’s Note",2,283
5,80,5,"Bad Bunny",26,284,"X 100PRE","Ni Bien Ni Mal",2,257
5,80,5,"Bad Bunny",26,285,"X 100PRE","200 MPH",2,317
5,80,5,"Bad Bunny",26,286,"X 100PRE","¿Quién Tú Eres?",2,338
5,80,5,"Bad Bunny",26,287,"X 100PRE",Caro,1,304
5,80,5,"Bad Bunny",26,288,"X 100PRE","Tenemos Que Hablar",5,352
5,80,5,"Bad Bunny",26,289,"X 100PRE","Otra Noche en Miami",3,249
5,80,5,"Bad Bunny",26,290,"X 100PRE","Ser Bichote",2,228
5,80,5,"Bad Bunny",26,291,"X 100PRE","Si Estuviésemos Juntos",1,289
5,80,5,"Bad Bunny",26,292,"X 100PRE","Solo de Mí",5,340
5,80,5,"Bad Bunny",26,293,"X 100PRE","Cuando Perriabas",2,299
5,80,5,"Bad Bunny",26,294,"X 100PRE","La Romana",5,337
5,80,5,"Bad Bunny",27,295,YHLQMDLG,"Si Veo a Tu Mamá",3,254
5,80,5,"Bad Bunny",27,296,YHLQMDLG,"La Difícil",2,272
5,80,5,"Bad Bunny",27,297,YHLQMDLG,"Pero Ya No",3,325
5,80,5,"Bad Bunny",27,298,YHLQMDLG,"La Santa",5,354
5,80,5,"Bad Bunny",27,299,YHLQMDLG,"Yo Perreo Sola",2,304
5,80,5,"Bad Bunny",27,300,YHLQMDLG,Bichiyal,2,292
5,80,5,"Bad Bunny",27,301,YHLQMDLG,Sol,2,197
5,80,5,"Bad Bunny",27,302,YHLQMDLG,"La Zona",3,360
5,80,5,"Bad Bunny",27,303,YHLQMDLG,"A Tu Merced",5,326
5,80,5,"Bad Bunny",27,304,YHLQMDLG,Ignorantes,3,208
5,80,5,"Bad Bunny",27,305,YHLQMDLG,Vete,4,305
5,80,5,"Bad Bunny",28,306,"El Último Tour Del Mundo","El Mundo es Mío",1,257
5,80,5,"Bad Bunny",28,307,"El Último Tour Del Mundo","Te Mudaste",2,261
5,80,5,"Bad Bunny",28,308,"El Último Tour Del Mundo","Hoy Cobramos",4,319
5,80,5,"Bad Bunny",28,309,"El Último Tour Del Mundo","Maldita Pobreza",3,194
5,80,5,"Bad Bunny",28,310,"El Último Tour Del Mundo","La Noche de Anoche",5,235
5,80,5,"Bad Bunny",28,311,"El Último Tour Del Mundo","Te Deseo lo Mejor",2,315
5,80,5,"Bad Bunny",28,312,"El Último Tour Del Mundo","Yo Visto Así",2,342
5,80,5,"Bad Bunny",28,313,"El Último Tour Del Mundo","Haciendo que Me Ame",5,333
5,80,5,"Bad Bunny",28,314,"El Último Tour Del Mundo","Booker T",2,190
5,80,5,"Bad Bunny",28,315,"El Último Tour Del Mundo",Dákiti,4,356
5,80,5,"Bad Bunny",28,316,"El Último Tour Del Mundo",120,2,204
5,80,5,"Bad Bunny",28,317,"El Último Tour Del Mundo","Antes que se Vaya",5,251
5,80,5,"Bad Bunny",28,318,"El Último Tour Del Mundo","Cantares de Navidad",2,186
5,80,5,"Bad Bunny",29,319,"Un Verano Sin Ti","Moscow Mule",1,214
5,80,5,"Bad Bunny",29,320,"Un Verano Sin Ti","Después de la Playa",4,256
5,80,5,"Bad Bunny",29,321,"Un Verano Sin Ti","Me Porto Bonito",3,346
5,80,5,"Bad Bunny",29,322,"Un Verano Sin Ti","Titi Me Preguntó",1,243
5,80,5,"Bad Bunny",29,323,"Un Verano Sin Ti","Ojitos Lindos",2,243
5,80,5,"Bad Bunny",29,324,"Un Verano Sin Ti","Un Ratito",4,199
5,80,5,"Bad Bunny",29,325,"Un Verano Sin Ti",Efecto,4,283
5,80,5,"Bad Bunny",29,326,"Un Verano Sin Ti",Andrea,3,284
5,80,5,"Bad Bunny",29,327,"Un Verano Sin Ti",Callaíta,5,350
5,80,5,"Bad Bunny",30,328,"Nadie Sabe Lo Que Va a Pasar Mañana","Nadie Sabe",5,264
5,80,5,"Bad Bunny",30,329,"Nadie Sabe Lo Que Va a Pasar Mañana",Monaco,5,181
5,80,5,"Bad Bunny",30,330,"Nadie Sabe Lo Que Va a Pasar Mañana",Fina,5,278
5,80,5,"Bad Bunny",30,331,"Nadie Sabe Lo Que Va a Pasar Mañana",Hibiki,3,336
5,80,5,"Bad Bunny",30,332,"Nadie Sabe Lo Que Va a Pasar Mañana","Mr. October",3,338
5,80,5,"Bad Bunny",30,333,"Nadie Sabe Lo Que Va a Pasar Mañana",Cybertruck,5,222
5,80,5,"Bad Bunny",30,334,"Nadie Sabe Lo Que Va a Pasar Mañana","Vou 787",3,181
5,80,5,"Bad Bunny",30,335,"Nadie Sabe Lo Que Va a Pasar Mañana","Un Preview",1,316
5,80,5,"Bad Bunny",30,336,"Nadie Sabe Lo Que Va a Pasar Mañana","Where She Goes",2,353
6,88,3,"Billie Eilish",31,337,"When We All Fall Asleep, Where Do We Go?",!!!!!!!!,5,311
6,88,3,"Billie Eilish",31,338,"When We All Fall Asleep, Where Do We Go?","Bad Guy",1,343
6,88,3,"Billie Eilish",31,339,"When We All Fall Asleep, Where Do We Go?",Xanny,5,310
6,88,3,"Billie Eilish",31,340,"When We All Fall Asleep, Where Do We Go?","You Should See Me in a Crown",3,336
6,88,3,"Billie Eilish",31,341,"When We All Fall Asleep, Where Do We Go?","All the Good Girls Go to Hell",5,334
6,88,3,"Billie Eilish",31,342,"When We All Fall Asleep, Where Do We Go?","Wish You Were Gay",2,241
6,88,3,"Billie Eilish",31,343,"When We All Fall Asleep, Where Do We Go?","When the Party’s Over",3,246
6,88,3,"Billie Eilish",31,344,"When We All Fall Asleep, Where Do We Go?",8,2,285
6,88,3,"Billie Eilish",31,345,"When We All Fall Asleep, Where Do We Go?","My Strange Addiction",4,310
6,88,3,"Billie Eilish",31,346,"When We All Fall Asleep, Where Do We Go?","Bury a Friend",4,352
6,88,3,"Billie Eilish",32,347,"Happier Than Ever","Getting Older",1,332
6,88,3,"Billie Eilish",32,348,"Happier Than Ever","I Didn’t Change",4,195
6,88,3,"Billie Eilish",32,349,"Happier Than Ever","Billie Bossa Nova",2,234
6,88,3,"Billie Eilish",32,350,"Happier Than Ever","My Future",4,223
6,88,3,"Billie Eilish",32,351,"Happier Than Ever",O,1,203
6,88,3,"Billie Eilish",32,352,"Happier Than Ever",Goldwing,4,182
6,88,3,"Billie Eilish",32,353,"Happier Than Ever","Lost Cause",4,328
6,88,3,"Billie Eilish",32,354,"Happier Than Ever","Halley’s Comet",2,224
6,88,3,"Billie Eilish",32,355,"Happier Than Ever","Not My Responsibility",3,318
6,88,3,"Billie Eilish",32,356,"Happier Than Ever",OverHeated,2,251
6,88,3,"Billie Eilish",32,357,"Happier Than Ever","Everybody Dies",4,252
6,88,3,"Billie Eilish",32,358,"Happier Than Ever","Your Power",1,185
6,88,3,"Billie Eilish",32,359,"Happier Than Ever",NDA,2,254
6,88,3,"Billie Eilish",32,360,"Happier Than Ever","Happier Than Ever",1,263
6,88,3,"Billie Eilish",33,361,"Hit Me Hard and Soft",Skinny,4,308
6,88,3,"Billie Eilish",33,362,"Hit Me Hard and Soft",Lunch,3,306
6,88,3,"Billie Eilish",33,363,"Hit Me Hard and Soft",Chihiro,1,273
6,88,3,"Billie Eilish",33,364,"Hit Me Hard and Soft","Birds of a Feather",1,207
6,88,3,"Billie Eilish",33,365,"Hit Me Hard and Soft",Wildflow,2,247
6,88,3,"Billie Eilish",33,366,"Hit Me Hard and Soft","The Greatest",1,273
6,88,3,"Billie Eilish",33,367,"Hit Me Hard and Soft","L’amour de Ma Vie",4,339
6,88,3,"Billie Eilish",33,368,"Hit Me Hard and Soft","The Dinn",5,295
6,88,3,"Billie Eilish",33,369,"Hit Me Hard and Soft",Bittersuite,1,235
6,88,3,"Billie Eilish",33,370,"Hit Me Hard and Soft",Blue,3,336
