customer_id,lifetime_revenue,clv_rank
14162,203.42,433
24289,203.35,434
18539,203.20,435
29458,203.08,436
24001,202.79,437
3106,202.76,438
12232,202.71,439
20860,202.71,439
21389,202.64,441
23562,202.64,441
12424,202.18,443
3019,201.79,444
28871,201.76,445
16506,201.58,446
10477,201.54,447
14461,201.53,448
29776,201.27,449
22341,201.24,450
2696,201.22,451
24767,201.03,452
8310,201.01,453
25379,200.97,454
7735,200.92,455
24718,200.90,456
25124,200.79,457
27510,200.74,458
16202,200.51,459
17,200.40,460
12291,200.39,461
4087,200.24,462
23935,200.17,463
13589,200.15,464
27154,199.98,465
9675,199.92,466
17268,199.78,467
3262,199.71,468
9335,199.50,469
7278,199.48,470
5938,199.39,471
11622,199.32,472
18057,199.04,473
11618,199.03,474
15992,198.81,475
2973,198.77,476
4879,198.76,477
5066,198.74,478
24198,198.72,479
9279,198.59,480
18319,198.48,481
7751,198.33,482
8215,198.32,483
23958,198.28,484
24327,198.09,485
3636,198.00,486
21328,197.99,487
12479,197.94,488
13985,197.90,489
12257,197.70,490
24885,197.44,491
15958,197.43,492
6492,197.42,493
16266,197.41,494
15935,197.38,495
43,197.35,496
5602,197.28,497
20959,197.27,498
29655,197.25,499
11538,197.02,500
28494,196.96,501
3650,196.74,502
24889,196.73,503
26743,196.73,503
13613,196.59,505
7182,196.21,506
2564,196.13,507
24111,196.06,508
16848,196.05,509
1901,196.05,509
24987,195.95,511
14066,195.94,512
5783,195.91,513
12304,195.90,514
25757,195.89,515
1598,195.84,516
2017,195.57,517
5230,195.48,518
966,195.28,519
9266,195.05,520
8521,195.04,521
13335,194.89,522
8057,194.87,523
10760,194.81,524
3705,194.70,525
3816,194.64,526
12203,194.56,527
6647,194.45,528
670,194.44,529
4761,194.42,530
9953,194.33,531
5031,194.31,532
6673,194.29,533
24868,194.08,534
10794,194.06,535
16049,194.03,536
4625,193.88,537
285,193.87,538
14873,193.54,539
29025,193.51,540
15544,193.50,541
26503,193.48,542
28566,193.46,543
4526,193.46,543
12239,193.39,545
15359,193.38,546
19242,193.24,547
801,193.21,548
11721,193.21,548
22422,193.11,550
19431,193.03,551
2871,192.99,552
29418,192.92,553
15138,192.87,554
16927,192.81,555
1682,192.65,556
19340,192.58,557
14428,192.58,557
4431,192.54,559
5056,192.54,559
28821,192.47,561
14694,192.46,562
10584,192.39,563
7121,192.33,564
20391,192.31,565
21366,192.28,566
5025,192.25,567
25203,192.21,568
939,192.13,569
18783,191.87,570
24228,191.65,571
23739,191.56,572
17435,191.55,573
7846,191.52,574
28150,191.52,574
25591,191.46,576
27563,191.43,577
21881,191.34,578
19790,191.29,579
28097,191.28,580
10994,191.15,581
2711,191.09,582
13359,190.85,583
16272,190.78,584
4669,190.67,585
15511,190.63,586
10344,190.62,587
4608,190.61,588
4679,190.57,589
22999,190.56,590
18779,190.49,591
27716,190.49,591
19495,190.48,593
25629,190.45,594
25896,190.43,595
4547,190.36,596
24804,190.15,597
26175,190.07,598
19108,189.95,599
21434,189.93,600
16246,189.91,601
9578,189.78,602
20625,189.71,603
20971,189.71,603
19691,189.66,605
603,189.58,606
15295,189.55,607
12403,189.37,608
18612,189.31,609
4504,189.14,610
7386,189.14,610
16492,189.08,612
18835,189.01,613
5507,188.96,614
7464,188.87,615
18108,188.86,616
12102,188.82,617
14094,188.74,618
3997,188.66,619
28698,188.66,619
24271,188.63,621
10472,188.54,622
1991,188.50,623
27226,188.43,624
27736,188.42,625
25628,188.34,626
10024,188.27,627
17620,188.23,628
13560,188.20,629
3493,188.14,630
28255,188.12,631
15592,188.12,631
18167,188.05,633
26791,187.94,634
4367,187.94,634
5113,187.92,636
19408,187.57,637
856,187.48,638
23378,187.43,639
7344,187.34,640
4783,187.18,641
17282,187.17,642
163,187.17,642
2063,187.06,644
15552,187.05,645
17880,187.03,646
9469,186.70,647
13792,186.68,648
2959,186.66,649
21681,186.62,650
15611,186.60,651
28313,186.49,652
22595,186.48,653
14790,186.31,654
23818,186.26,655
25091,186.26,655
11924,186.24,657
16306,186.21,658
12514,186.18,659
7004,186.17,660
28432,186.08,661
21235,185.99,662
9355,185.99,662
3096,185.97,664
10198,185.96,665
25653,185.93,666
5856,185.90,667
1318,185.90,667
956,185.81,669
9382,185.79,670
12469,185.71,671
22762,185.69,672
24288,185.64,673
3989,185.62,674
9304,185.61,675
26342,185.59,676
3764,185.55,677
3404,185.54,678
23464,185.52,679
15481,185.52,679
10634,185.50,681
13498,185.50,681
5268,185.48,683
14838,185.43,684
21899,185.41,685
28593,185.36,686
17331,185.33,687
11326,185.32,688
26357,185.25,689
26142,185.24,690
13583,185.16,691
22209,185.10,692
10066,185.01,693
15836,184.93,694
6529,184.91,695
18648,184.73,696
10217,184.49,697
13019,184.40,698
26851,184.22,699
22580,184.08,700
15837,184.00,701
3490,183.99,702
12792,183.97,703
13739,183.96,704
8875,183.91,705
9127,183.85,706
9982,183.81,707
27472,183.78,708
17568,183.78,708
7252,183.74,710
14181,183.71,711
1595,183.70,712
26578,183.68,713
7745,183.57,714
8696,183.43,715
2510,183.15,716
9166,183.07,717
8317,183.03,718
6367,182.92,719
16225,182.92,719
24124,182.88,721
17138,182.86,722
5071,182.78,723
13023,182.71,724
24637,182.61,725
2011,182.60,726
18578,182.59,727
16697,182.54,728
19088,182.53,729
4194,182.52,730
22280,182.46,731
11848,182.46,731
5519,182.43,733
21682,182.42,734
9467,182.41,735
16045,182.33,736
14561,182.33,736
4321,182.27,738
2908,182.21,739
19411,182.20,740
20196,182.19,741
23479,182.18,742
12964,182.16,743
7395,182.01,744
16054,181.94,745
21380,181.89,746
9984,181.78,747
9880,181.77,748
28366,181.75,749
16810,181.66,750
11177,181.62,751
8255,181.62,751
4396,181.57,753
16501,181.56,754
17294,181.52,755
25663,181.51,756
16448,181.50,757
19007,181.46,758
23801,181.45,759
25236,181.39,760
14147,181.36,761
14733,181.32,762
14651,181.31,763
17975,181.27,764
26975,181.24,765
23095,181.21,766
8676,181.17,767
9122,181.12,768
21240,181.10,769
9954,181.09,770
4499,181.07,771
18334,180.87,772
28046,180.86,773
17772,180.86,773
21785,180.76,775
20085,180.66,776
16111,180.63,777
9114,180.62,778
647,180.62,778
27423,180.47,780
21739,180.47,780
18265,180.46,782
4964,180.42,783
8045,180.29,784
13195,180.21,785
1410,180.18,786
13943,180.16,787
1965,180.15,788
1914,180.15,788
6345,180.03,790
6778,180.01,791
6560,179.93,792
28427,179.78,793
28246,179.69,794
8276,179.60,795
245,179.56,796
742,179.56,796
23758,179.54,798
16834,179.53,799
17203,179.46,800
17642,179.44,801
13758,179.34,802
9991,179.33,803
21589,179.22,804
12762,179.07,805
2244,179.00,806
28261,178.92,807
4688,178.87,808
1169,178.77,809
27187,178.66,810
1993,178.59,811
2108,178.58,812
3386,178.57,813
25047,178.55,814
23660,178.47,815
19191,178.45,816
16147,178.37,817
16605,178.35,818
21610,178.31,819
5242,178.23,820
14589,178.22,821
11005,178.14,822
29185,178.13,823
1409,178.06,824
21675,178.03,825
4429,178.01,826
24927,177.91,827
18715,177.90,828
13402,177.85,829
9047,177.80,830
21104,177.80,830
848,177.74,832
10333,177.69,833
8942,177.64,834
23003,177.59,835
29225,177.56,836
7648,177.54,837
27535,177.54,837
20863,177.52,839
14936,177.34,840
26963,177.30,841
29652,177.29,842
15640,177.28,843
13581,177.25,844
19089,177.23,845
1460,177.16,846
27061,177.12,847
7498,177.03,848
28016,177.02,849
17748,177.01,850
13349,176.99,851
8270,176.96,852
8217,176.90,853
24216,176.86,854
5786,176.86,854
10833,176.86,854
19477,176.84,857
24490,176.83,858
4967,176.72,859
5606,176.71,860
20590,176.64,861
16885,176.64,861
17460,176.63,863
2148,176.58,864
29705,176.58,864
21719,176.50,866
23284,176.49,867
2271,176.45,868
4922,176.44,869
28117,176.35,870
13654,176.33,871
24472,176.30,872
17747,176.28,873
7206,176.27,874
10153,176.26,875
13915,176.24,876
182,176.16,877
12028,176.10,878
1527,176.09,879
29906,176.07,880
20262,176.06,881
14730,176.00,882
23193,175.95,883
1770,175.93,884
3936,175.91,885
20175,175.90,886
10805,175.90,886
7898,175.85,888
17002,175.81,889
21016,175.76,890
10478,175.52,891
29087,175.47,892
5371,175.47,892
6540,175.44,894
397,175.39,895
28945,175.17,896
355,175.16,897
15929,175.14,898
475,175.08,899
18198,175.07,900
16015,175.01,901
16273,175.00,902
27937,174.87,903
29356,174.84,904
9036,174.84,904
15605,174.82,906
24594,174.78,907
18829,174.75,908
6295,174.73,909
8635,174.66,910
2447,174.62,911
3779,174.57,912
15097,174.40,913
21913,174.34,914
8359,174.33,915
16428,174.32,916
12513,174.29,917
10317,174.25,918
14966,174.23,919
23216,174.22,920
9773,174.03,921
15648,174.02,922
28829,173.90,923
17381,173.86,924
1005,173.82,925
6195,173.73,926
11111,173.73,926
24182,173.73,926
20545,173.71,929
886,173.71,929
672,173.62,931
11417,173.60,932
26831,173.58,933
10421,173.55,934
10530,173.54,935
17621,173.35,936
29256,173.33,937
13289,173.31,938
6065,173.30,939
27060,173.28,940
6024,173.27,941
18748,173.17,942
24129,173.12,943
17026,173.04,944
8062,173.03,945
20455,172.98,946
7309,172.90,947
28707,172.87,948
9140,172.83,949
9130,172.72,950
22461,172.72,950
28859,172.72,950
9580,172.65,953
19765,172.59,954
28747,172.58,955
23686,172.55,956
15413,172.55,956
11231,172.53,958
4165,172.48,959
18034,172.38,960
26877,172.37,961
11405,172.33,962
12284,172.31,963
9828,172.31,963
25770,172.28,965
13935,172.22,966
1038,172.22,966
25583,172.20,968
15645,172.18,969
11160,172.18,969
8220,172.10,971
6842,172.08,972
17920,172.07,973
22472,172.06,974
14431,172.03,975
16076,172.02,976
14953,171.99,977
16281,171.85,978
17247,171.80,979
11507,171.78,980
13736,171.76,981
26852,171.70,982
22128,171.69,983
27800,171.56,984
25585,171.55,985
27624,171.46,986
15158,171.41,987
23704,171.39,988
16353,171.30,989
13809,171.30,989
24282,171.27,991
12723,171.23,992
23710,171.20,993
11129,171.20,993
11632,171.17,995
24584,171.17,995
19742,171.08,997
20116,171.07,998
25624,170.99,999
7186,170.93,1000
20599,170.87,1001
20194,170.86,1002
19375,170.86,1002
10524,170.79,1004
3783,170.75,1005
15154,170.74,1006
17104,170.73,1007
21420,170.70,1008
18366,170.58,1009
6059,170.57,1010
24569,170.55,1011
3161,170.54,1012
310,170.54,1012
26237,170.43,1014
28839,170.42,1015
10031,170.40,1016
774,170.35,1017
25309,170.33,1018
10415,170.28,1019
2610,170.26,1020
24943,170.14,1021
8562,170.10,1022
9763,170.09,1023
13520,170.01,1024
10751,170.01,1024
19506,169.97,1026
29934,169.94,1027
26721,169.89,1028
7654,169.85,1029
16669,169.80,1030
19964,169.75,1031
875,169.63,1032
11742,169.53,1033
26085,169.36,1034
1342,169.30,1035
17638,169.29,1036
17233,169.22,1037
14516,169.22,1037
27725,169.18,1039
19399,169.15,1040
22495,169.12,1041
11399,169.09,1042
7987,169.07,1043
28715,169.00,1044
28144,168.99,1045
11884,168.80,1046
14965,168.80,1046
7157,168.70,1048
24733,168.68,1049
13086,168.65,1050
24538,168.64,1051
7394,168.63,1052
8922,168.58,1053
1212,168.54,1054
16075,168.45,1055
14857,168.44,1056
21811,168.44,1056
18761,168.43,1058
21057,168.40,1059
497,168.40,1059
12772,168.39,1061
25455,168.36,1062
21860,168.29,1063
115,168.28,1064
16019,168.28,1064
1957,168.26,1066
28305,168.08,1067
91,168.08,1067
24604,168.02,1069
13871,168.00,1070
10401,167.96,1071
7185,167.90,1072
27662,167.86,1073
21801,167.84,1074
12761,167.80,1075
25680,167.79,1076
14797,167.79,1076
11662,167.75,1078
27953,167.73,1079
27530,167.72,1080
18492,167.71,1081
20645,167.62,1082
12476,167.60,1083
2061,167.58,1084
22917,167.57,1085
5221,167.56,1086
12922,167.52,1087
1613,167.50,1088
1007,167.47,1089
23010,167.46,1090
12830,167.41,1091
3772,167.38,1092
7150,167.31,1093
5743,167.30,1094
27251,167.29,1095
26272,167.24,1096
1725,167.22,1097
13886,167.19,1098
10762,167.17,1099
18392,167.17,1099
27116,167.09,1101
28570,167.07,1102
22253,167.06,1103
17332,167.04,1104
18703,167.04,1104
12855,167.01,1106
26591,167.01,1106
14078,167.00,1108
9996,167.00,1108
11253,166.97,1110
24245,166.97,1110
29496,166.93,1112
19170,166.92,1113
3817,166.88,1114
3142,166.84,1115
2602,166.84,1115
13043,166.76,1117
5750,166.75,1118
535,166.75,1118
21867,166.68,1120
5829,166.68,1120
22358,166.67,1122
14064,166.59,1123
14926,166.57,1124
15251,166.56,1125
544,166.54,1126
23816,166.53,1127
29912,166.49,1128
16636,166.46,1129
4019,166.45,1130
26794,166.42,1131
5088,166.41,1132
7693,166.39,1133
25890,166.31,1134
3521,166.30,1135
26479,166.27,1136
14108,166.23,1137
2854,166.19,1138
28127,166.16,1139
4430,166.16,1139
18866,166.08,1141
12296,166.05,1142
23885,166.02,1143
1891,166.00,1144
12597,165.99,1145
3604,165.97,1146
531,165.96,1147
23492,165.94,1148
25440,165.85,1149
21745,165.81,1150
408,165.79,1151
5520,165.79,1151
27934,165.72,1153
12488,165.72,1153
5734,165.69,1155
26917,165.69,1155
29302,165.63,1157
28876,165.63,1157
26798,165.59,1159
28018,165.51,1160
26742,165.49,1161
9195,165.46,1162
13290,165.46,1162
6549,165.42,1164
11422,165.36,1165
4656,165.32,1166
17403,165.32,1166
3653,165.29,1168
27545,165.26,1169
24468,165.23,1170
24006,165.20,1171
4854,165.19,1172
2403,165.17,1173
10417,165.15,1174
7267,165.15,1174
17972,165.06,1176
22744,165.04,1177
27254,164.96,1178
14934,164.94,1179
4771,164.93,1180
29559,164.84,1181
28462,164.84,1181
13963,164.78,1183
8418,164.74,1184
4473,164.70,1185
10292,164.70,1185
8129,164.68,1187
14420,164.67,1188
11124,164.60,1189
28952,164.59,1190
6165,164.50,1191
27997,164.50,1191
3591,164.49,1193
27023,164.46,1194
13483,164.46,1194
16924,164.45,1196
21165,164.37,1197
15386,164.20,1198
5617,164.11,1199
15948,164.09,1200
11668,164.09,1200
6753,164.08,1202
10596,163.99,1203
8190,163.97,1204
8615,163.96,1205
1162,163.94,1206
11757,163.89,1207
20990,163.89,1207
23207,163.86,1209
29905,163.84,1210
18289,163.81,1211
7234,163.80,1212
20638,163.78,1213
21448,163.75,1214
27843,163.69,1215
593,163.66,1216
8849,163.60,1217
24122,163.60,1217
3837,163.58,1219
21357,163.53,1220
20293,163.52,1221
1955,163.51,1222
4458,163.49,1223
28106,163.45,1224
12856,163.42,1225
12753,163.33,1226
27337,163.33,1226
28045,163.27,1228
2117,163.25,1229
6199,163.23,1230
7248,163.22,1231
26324,163.13,1232
15259,163.00,1233
18740,162.99,1234
18562,162.99,1234
7605,162.98,1236
11100,162.96,1237
21768,162.96,1237
13633,162.93,1239
22104,162.87,1240
28292,162.85,1241
10414,162.77,1242
14275,162.76,1243
858,162.63,1244
27417,162.62,1245
27288,162.60,1246
25222,162.58,1247
27362,162.54,1248
24498,162.51,1249
26174,162.51,1249
11214,162.50,1251
4750,162.48,1252
23806,162.47,1253
21747,162.45,1254
798,162.37,1255
4149,162.25,1256
12518,162.18,1257
27544,162.14,1258
2841,162.12,1259
25673,162.11,1260
17809,162.09,1261
21720,162.06,1262
24903,162.04,1263
124,162.00,1264
25893,162.00,1264
18338,161.97,1266
26435,161.96,1267
27410,161.91,1268
2651,161.91,1268
3472,161.87,1270
23109,161.80,1271
10404,161.78,1272
23950,161.74,1273
11707,161.73,1274
5186,161.72,1275
23932,161.71,1276
22405,161.59,1277
16392,161.50,1278
14750,161.48,1279
4911,161.48,1279
16121,161.45,1281
16841,161.42,1282
13834,161.26,1283
24155,161.25,1284
14770,161.24,1285
16073,161.17,1286
18145,161.15,1287
29273,161.13,1288
4833,161.12,1289
10997,161.05,1290
15331,161.01,1291
7562,160.97,1292
13546,160.97,1292
20973,160.97,1292
14348,160.95,1295
29332,160.95,1295
9426,160.94,1297
20166,160.88,1298
28131,160.87,1299
27753,160.80,1300
25900,160.78,1301
8402,160.78,1301
21253,160.72,1303
18373,160.68,1304
23172,160.61,1305
5998,160.61,1305
19692,160.57,1307
18140,160.54,1308
19412,160.51,1309
12052,160.49,1310
7779,160.48,1311
819,160.46,1312
10010,160.41,1313
21147,160.39,1314
6395,160.38,1315
654,160.37,1316
4921,160.37,1316
4892,160.26,1318
480,160.25,1319
11957,160.21,1320
1182,160.13,1321
10599,160.12,1322
14716,160.04,1323
26089,160.02,1324
1637,159.95,1325
11688,159.93,1326
12425,159.86,1327
16334,159.84,1328
7902,159.83,1329
6384,159.81,1330
23457,159.80,1331
27197,159.79,1332
27900,159.78,1333
5244,159.73,1334
8442,159.73,1334
24845,159.68,1336
29574,159.67,1337
4597,159.65,1338
12515,159.64,1339
7708,159.62,1340
17879,159.60,1341
10738,159.57,1342
7326,159.56,1343
22635,159.52,1344
17678,159.50,1345
8528,159.50,1345
2543,159.46,1347
27567,159.42,1348
10832,159.39,1349
4614,159.33,1350
17252,159.23,1351
14895,159.22,1352
27573,159.18,1353
9023,159.18,1353
20554,159.17,1355
1910,159.17,1355
18804,159.07,1357
23763,159.07,1357
26687,159.06,1359
2256,159.06,1359
27446,159.03,1361
11791,159.01,1362
4986,158.98,1363
16776,158.97,1364
3051,158.97,1364
19427,158.96,1366
13684,158.94,1367
27044,158.90,1368
8473,158.89,1369
23680,158.87,1370
10926,158.82,1371
5994,158.79,1372
17711,158.78,1373
27135,158.75,1374
1864,158.74,1375
12096,158.72,1376
15103,158.68,1377
12925,158.66,1378
17310,158.63,1379
13136,158.62,1380
12587,158.62,1380
1484,158.56,1382
20503,158.50,1383
10075,158.44,1384
6567,158.43,1385
29620,158.38,1386
6904,158.34,1387
9683,158.33,1388
27296,158.27,1389
18320,158.25,1390
22143,158.25,1390
25712,158.22,1392
11338,158.17,1393
24018,157.93,1394
20406,157.89,1395
568,157.85,1396
23217,157.82,1397
20903,157.81,1398
23839,157.78,1399
2936,157.77,1400
14280,157.72,1401
29319,157.72,1401
13012,157.71,1403
9218,157.71,1403
10980,157.70,1405
29865,157.70,1405
27528,157.67,1407
6138,157.64,1408
7813,157.61,1409
17394,157.58,1410
22397,157.56,1411
16491,157.56,1411
5678,157.33,1413
6533,157.30,1414
23549,157.29,1415
7333,157.29,1415
2748,157.25,1417
9948,157.23,1418
15050,157.20,1419
22119,157.17,1420
24857,157.14,1421
16167,157.14,1421
28422,157.13,1423
2067,157.10,1424
26589,157.08,1425
27642,157.08,1425
13636,157.07,1427
7478,157.05,1428
10952,157.05,1428
12712,157.04,1430
2560,157.00,1431
6038,156.99,1432
20640,156.98,1433
9115,156.87,1434
12104,156.84,1435
629,156.83,1436
4169,156.81,1437
23705,156.80,1438
26937,156.79,1439
13534,156.76,1440
8015,156.74,1441
13122,156.73,1442
21237,156.72,1443
28737,156.70,1444
18775,156.67,1445
15133,156.64,1446
2640,156.62,1447
23157,156.61,1448
27649,156.59,1449
25847,156.58,1450
20741,156.55,1451
18635,156.46,1452
18380,156.44,1453
4647,156.43,1454
17934,156.41,1455
19307,156.37,1456
10676,156.32,1457
15780,156.24,1458
7424,156.16,1459
23951,156.11,1460
10387,156.08,1461
26216,156.05,1462
24443,156.03,1463
21752,155.98,1464
19078,155.95,1465
4007,155.93,1466
8023,155.81,1467
21501,155.76,1468
7427,155.74,1469
10480,155.72,1470
25032,155.70,1471
23105,155.68,1472
24206,155.66,1473
7925,155.65,1474
5542,155.65,1474
1880,155.64,1476
15744,155.63,1477
11182,155.63,1477
1581,155.61,1479
20056,155.59,1480
765,155.58,1481
11535,155.54,1482
27543,155.51,1483
53,155.49,1484
3600,155.48,1485
7304,155.47,1486
22673,155.46,1487
7739,155.40,1488
24721,155.40,1488
9263,155.38,1490
13069,155.28,1491
19893,155.27,1492
18945,155.22,1493
11598,155.17,1494
20047,155.17,1494
24548,155.14,1496
8386,155.12,1497
18161,155.06,1498
21055,155.05,1499
3486,155.05,1499
10071,155.02,1501
