album_id,album_name,artist_name,artist_type,total_revenue,total_vendor_cost,profit,profit_margin_percent
52,"÷ (Divide)","Ed Sheeran",Famous,76557.60,116335.86,-39778.26,-51.96
53,"No.6 Collaborations Project","Ed Sheeran",Famous,53561.57,71870.54,-18308.97,-34.18
54,"= (Equals)","Ed Sheeran",Famous,71524.08,90360.36,-18836.28,-26.34
55,"- (Subtract)","Ed Sheeran",Famous,35512.82,46637.78,-11124.96,-31.33
56,"Autumn Variations","Ed Sheeran",Famous,30130.50,39206.48,-9075.98,-30.12
57,"Elvis Presley","Elvis Presley",Famous,13546.62,13350.78,195.84,1.45
58,Elvis,"Elvis Presley",Famous,44358.20,54540.54,-10182.34,-22.95
59,"Loving You","Elvis Presley",Famous,38283.20,55901.88,-17618.68,-46.02
60,"Elvis' Christmas Album","Elvis Presley",Famous,41430.82,49312.34,-7881.52,-19.02
61,"Elvis Is Back!","Elvis Presley",Famous,26969.28,31001.20,-4031.92,-14.95
62,"His Hand in Mine","Elvis Presley",Famous,25794.72,34786.96,-8992.24,-34.86
63,"Something for Everybody","Elvis Presley",Famous,20976.02,24797.45,-3821.43,-18.22
64,"Pot Luck","Elvis Presley",Famous,47916.00,65736.96,-17820.96,-37.19
65,"Harry Styles","Harry Styles",Famous,36927.72,45950.08,-9022.36,-24.43
66,"Fine Line","Harry Styles",Famous,20683.60,24262.14,-3578.54,-17.30
67,"Harry's House","Harry Styles",Famous,43110.51,67753.80,-24643.29,-57.16
68,"Night Visions","Imagine Dragons",Famous,49114.11,54589.86,-5475.75,-11.15
69,"Smoke + Mirrors","Imagine Dragons",Famous,57630.42,67748.94,-10118.52,-17.56
70,Evolve,"Imagine Dragons",Famous,52921.62,72444.92,-19523.30,-36.89
71,Origins,"Imagine Dragons",Famous,30795.60,35240.40,-4444.80,-14.43
72,"Mercury – Act 1","Imagine Dragons",Famous,22889.10,22409.01,480.09,2.10
73,"Mercury – Act 2","Imagine Dragons",Famous,29780.86,44094.27,-14313.41,-48.06
74,"La Familia","J Balvin",Famous,39475.44,48550.29,-9074.85,-22.99
75,Energía,"J Balvin",Famous,58651.32,80139.52,-21488.20,-36.64
76,Vibras,"J Balvin",Famous,26869.92,37243.70,-10373.78,-38.61
77,Colores,"J Balvin",Famous,60680.07,67544.08,-6864.01,-11.31
78,Jose,"J Balvin",Famous,42556.66,51340.96,-8784.30,-20.64
79,"My World 2.0","Justin Bieber",Famous,37165.24,39040.96,-1875.72,-5.05
80,"Under the Mistletoe","Justin Bieber",Famous,61008.00,82628.00,-21620.00,-35.44
81,Believe,"Justin Bieber",Famous,44490.27,57260.94,-12770.67,-28.70
82,Purpose,"Justin Bieber",Famous,27563.92,38849.30,-11285.38,-40.94
83,Changes,"Justin Bieber",Famous,39080.16,51164.65,-12084.49,-30.92
84,Justice,"Justin Bieber",Famous,56087.04,99371.82,-43284.78,-77.17
85,"The College Dropout","Kanye West",Famous,31631.86,43707.64,-12075.78,-38.18
86,"Late Registration","Kanye West",Famous,24194.73,28138.32,-3943.59,-16.30
87,Graduation,"Kanye West",Famous,71390.48,96456.74,-25066.26,-35.11
88,"808s & Heartbreak","Kanye West",Famous,37008.09,66076.92,-29068.83,-78.55
89,"My Beautiful Dark Twisted Fantasy","Kanye West",Famous,38264.72,42856.95,-4592.23,-12.00
90,Yeezus,"Kanye West",Famous,17011.56,22845.57,-5834.01,-34.29
91,"The Life of Pablo","Kanye West",Famous,53730.90,76067.55,-22336.65,-41.57
92,Ye,"Kanye West",Famous,32052.48,42529.52,-10477.04,-32.69
93,"Jesus Is King","Kanye West",Famous,42663.06,54290.22,-11627.16,-27.25
94,Donda,"Kanye West",Famous,22633.78,30868.80,-8235.02,-36.38
95,"Katy Hudson","Katy Perry",Famous,21915.88,25260.02,-3344.14,-15.26
96,"One of the Boys","Katy Perry",Famous,40750.94,50268.75,-9517.81,-23.36
97,"Teenage Dream","Katy Perry",Famous,37663.65,39074.70,-1411.05,-3.75
98,Prism,"Katy Perry",Famous,34300.80,36932.76,-2631.96,-7.67
99,Witness,"Katy Perry",Famous,34512.88,37253.12,-2740.24,-7.94
100,Smile,"Katy Perry",Famous,24955.83,32557.41,-7601.58,-30.46
101,"The Fame","Lady Gaga",Famous,43872.75,57231.28,-13358.53,-30.45
102,"The Fame Monster","Lady Gaga",Famous,42171.22,48398.49,-6227.27,-14.77
103,"Born This Way","Lady Gaga",Famous,47490.03,66342.15,-18852.12,-39.70
104,Artpop,"Lady Gaga",Famous,34870.14,58336.20,-23466.06,-67.30
105,Joanne,"Lady Gaga",Famous,53853.66,63572.40,-9718.74,-18.05
106,Chromatica,"Lady Gaga",Famous,43120.75,2588302.60,-2545181.85,-5902.45
107,Lizzobangers,Lizzo,Famous,22890.40,26669.46,-3779.06,-16.51
108,"Big Grrrl Small World",Lizzo,Famous,68882.22,104798.60,-35916.38,-52.14
109,"Cuz I Love You",Lizzo,Famous,33742.95,51094.80,-17351.85,-51.42
110,Special,Lizzo,Famous,55333.25,75860.29,-20527.04,-37.10
111,"Songs About Jane","Maroon 5",Famous,19253.30,30948.56,-11695.26,-60.74
112,"It Won't Be Soon Before Long","Maroon 5",Famous,37078.23,49565.90,-12487.67,-33.68
113,"Hands All Over","Maroon 5",Famous,26954.98,33671.25,-6716.27,-24.92
114,Overexposed,"Maroon 5",Famous,19792.08,21774.48,-1982.40,-10.02
115,V,"Maroon 5",Famous,26625.28,31739.92,-5114.64,-19.21
116,"Red Pill Blues","Maroon 5",Famous,29157.10,41488.80,-12331.70,-42.29
117,Jordi,"Maroon 5",Famous,18737.76,23628.46,-4890.70,-26.10
118,"Got to Be There","Michael Jackson",Famous,40373.97,58602.88,-18228.91,-45.15
119,Ben,"Michael Jackson",Famous,50275.40,70028.67,-19753.27,-39.29
120,"Music & Me","Michael Jackson",Famous,46916.88,60262.65,-13345.77,-28.45
121,"Forever, Michael","Michael Jackson",Famous,67400.20,81601.19,-14200.99,-21.07
122,"Off the Wall","Michael Jackson",Famous,44483.04,54980.00,-10496.96,-23.60
123,Thriller,"Michael Jackson",Famous,33221.61,42524.65,-9303.04,-28.00
124,Bad,"Michael Jackson",Famous,57116.36,75897.90,-18781.54,-32.88
125,Dangerous,"Michael Jackson",Famous,34121.70,37912.71,-3791.01,-11.11
126,HIStory,"Michael Jackson",Famous,30484.80,37575.90,-7091.10,-23.26
127,Invincible,"Michael Jackson",Famous,32915.52,40468.75,-7553.23,-22.95
128,"Pink Friday","Nicki Minaj",Famous,49928.01,52811.52,-2883.51,-5.78
129,"Pink Friday: Roman Reloaded","Nicki Minaj",Famous,39558.09,56931.25,-17373.16,-43.92
130,"The Pinkprint","Nicki Minaj",Famous,23708.70,26451.04,-2742.34,-11.57
131,Queen,"Nicki Minaj",Famous,57103.28,88079.04,-30975.76,-54.25
132,"Pink Friday 2","Nicki Minaj",Famous,65603.65,69826.56,-4222.91,-6.44
133,SOUR,"Olivia Rodrigo",Famous,40794.48,54775.89,-13981.41,-34.27
134,GUTS,"Olivia Rodrigo",Famous,34052.46,54736.32,-20683.86,-60.74
135,Stoney,"Post Malone",Famous,45716.19,55415.18,-9698.99,-21.22
136,"Beerbongs & Bentleys","Post Malone",Famous,39617.04,54091.80,-14474.76,-36.54
137,"Hollywood's Bleeding","Post Malone",Famous,23809.76,31345.05,-7535.29,-31.65
138,"Twelve Carat Toothache","Post Malone",Famous,42743.96,53372.20,-10628.24,-24.86
139,Austin,"Post Malone",Famous,51462.32,69111.64,-17649.32,-34.30
140,"Music of the Sun",Rihanna,Famous,61058.76,96565.98,-35507.22,-58.15
141,"A Girl Like Me",Rihanna,Famous,59424.59,76618.28,-17193.69,-28.93
142,"Good Girl Gone Bad",Rihanna,Famous,54188.16,75985.00,-21796.84,-40.22
143,"Rated R",Rihanna,Famous,47167.90,56189.28,-9021.38,-19.13
144,Loud,Rihanna,Famous,44117.46,57275.00,-13157.54,-29.82
145,"Talk That Talk",Rihanna,Famous,40254.32,50202.00,-9947.68,-24.71
146,Unapologetic,Rihanna,Famous,15019.02,19742.04,-4723.02,-31.45
147,ANTI,Rihanna,Famous,23427.12,30916.08,-7488.96,-31.97
148,"In the Lonely Hour","Sam Smith",Famous,49655.80,65774.40,-16118.60,-32.46
149,"The Thrill of It All","Sam Smith",Famous,25875.75,29128.14,-3252.39,-12.57
150,"Love Goes","Sam Smith",Famous,51450.39,72324.65,-20874.26,-40.57
151,Gloria,"Sam Smith",Famous,49402.20,55286.91,-5884.71,-11.91
152,"Stars Dance","Selena Gomez",Famous,31890.98,48723.36,-16832.38,-52.78
153,Revival,"Selena Gomez",Famous,33314.19,47113.92,-13799.73,-41.42
154,Rare,"Selena Gomez",Famous,31752.96,38433.60,-6680.64,-21.04
155,Handwritten,"Shawn Mendes",Famous,39530.10,52736.40,-13206.30,-33.41
156,Illuminate,"Shawn Mendes",Famous,25131.12,32090.10,-6958.98,-27.69
157,"Shawn Mendes","Shawn Mendes",Famous,43601.00,56513.61,-12912.61,-29.62
158,Wonder,"Shawn Mendes",Famous,32794.28,38348.24,-5553.96,-16.94
159,OnlySee,Sia,Famous,33680.16,40882.20,-7202.04,-21.38
160,"Healing Is Difficult",Sia,Famous,57754.24,71216.54,-13462.30,-23.31
161,"Colour the Small One",Sia,Famous,39430.82,43400.00,-3969.18,-10.07
162,"Some People Have Real Problems",Sia,Famous,58851.45,81762.18,-22910.73,-38.93
163,"We Are Born",Sia,Famous,42357.70,40431.80,1925.90,4.55
164,"1000 Forms of Fear",Sia,Famous,35249.84,48024.08,-12774.24,-36.24
165,"This Is Acting",Sia,Famous,51782.11,65188.20,-13406.09,-25.89
166,"Music and Motion Picture",Sia,Famous,24461.84,33406.35,-8944.51,-36.57
167,"Reasonable Woman",Sia,Famous,27806.00,35701.32,-7895.32,-28.39
168,"Taylor Swift","Taylor Swift",Famous,60116.76,84070.50,-23953.74,-39.85
169,Fearless,"Taylor Swift",Famous,46567.95,59079.13,-12511.18,-26.87
170,"Speak Now","Taylor Swift",Famous,59026.32,87736.62,-28710.30,-48.64
171,Red,"Taylor Swift",Famous,74818.92,113010.24,-38191.32,-51.05
172,1989,"Taylor Swift",Famous,34102.79,45973.26,-11870.47,-34.81
173,Reputation,"Taylor Swift",Famous,50169.60,65103.36,-14933.76,-29.77
174,Lover,"Taylor Swift",Famous,28513.08,38651.76,-10138.68,-35.56
175,Folklore,"Taylor Swift",Famous,44531.16,49217.70,-4686.54,-10.52
176,Evermore,"Taylor Swift",Famous,59640.88,67506.99,-7866.11,-13.19
177,Midnights,"Taylor Swift",Famous,28462.63,36972.46,-8509.83,-29.90
178,"Please Please Me","The Beatles",Famous,22980.51,32710.60,-9730.09,-42.34
179,"With the Beatles","The Beatles",Famous,56063.56,69775.71,-13712.15,-24.46
180,"A Hard Day's Night","The Beatles",Famous,25335.75,34739.64,-9403.89,-37.12
181,Help!,"The Beatles",Famous,32982.25,35277.55,-2295.30,-6.96
182,"Rubber Soul","The Beatles",Famous,78473.04,122460.00,-43986.96,-56.05
183,Revolver,"The Beatles",Famous,42814.50,55655.04,-12840.54,-29.99
184,"Sgt. Pepper's Lonely Hearts Club Band","The Beatles",Famous,17320.64,21242.07,-3921.43,-22.64
185,"The Beatles (White Album) (10)** *","The Beatles",Famous,20676.40,23813.00,-3136.60,-15.17
186,"Kiss Land","The Weeknd",Famous,44053.51,63821.52,-19768.01,-44.87
187,"Beauty Behind the Madness","The Weeknd",Famous,26148.60,44510.40,-18361.80,-70.22
188,Starboy,"The Weeknd",Famous,39393.60,49058.12,-9664.52,-24.53
189,"After Hours","The Weeknd",Famous,47787.84,58512.42,-10724.58,-22.44
190,"Dawn FM","The Weeknd",Famous,18442.20,28600.32,-10158.12,-55.08
191,Rodeo,"Travis Scott",Famous,14804.82,20485.20,-5680.38,-38.37
192,"Birds in the Trap Sing McKnight","Travis Scott",Famous,30800.16,38576.72,-7776.56,-25.25
193,Astroworld,"Travis Scott",Famous,40068.42,54966.55,-14898.13,-37.18
194,Utopia,"Travis Scott",Famous,55960.50,72301.13,-16340.63,-29.20
195,"Mind of Mine",Zayn,Famous,23400.00,35276.10,-11876.10,-50.75
196,"Icarus Falls",Zayn,Famous,53410.83,63042.12,-9631.29,-18.03
197,"Nobody Is Listening",Zayn,Famous,65279.66,72926.37,-7646.71,-11.71
198,"Room Under the Stairs",Zayn,Famous,53485.32,56060.22,-2574.90,-4.81
199,"Wild Rooms (Memoirs)","Aaron Harris",Non-Famous,45051.06,54581.10,-9530.04,-21.15
200,"Burning Hearts (Vol. II)","Aaron Morgan",Non-Famous,29805.57,37364.32,-7558.75,-25.36
201,"Burning Paradise (Vol. I)","Aaron Torres",Non-Famous,25439.82,36314.51,-10874.69,-42.75
202,"Frost Paths (Saga)","Abigail Crane",Non-Famous,51600.28,69935.06,-18334.78,-35.53
203,"Sapphire Letters (Verse)","Adam Baldwin",Non-Famous,30632.75,38771.43,-8138.68,-26.57
204,"Ashen Waves (Archives)","Adam Nunez",Non-Famous,24608.00,41790.39,-17182.39,-69.82
205,"Golden Hearts (Redux)","Adam Rogers",Non-Famous,54595.84,75481.54,-20885.70,-38.26
206,"Ocean Rooms (Reprise)","Adrian Roberts",Non-Famous,18280.78,23152.78,-4872.00,-26.65
207,"Echo Whispers (Reprise)","Alan White",Non-Famous,29235.24,30934.80,-1699.56,-5.81
208,"Fading Lights (Vol. II)","Alexis Moss",Non-Famous,57860.22,81187.24,-23327.02,-40.32
209,"Midnight Echoes (Verse)","Alice Miller",Non-Famous,38059.02,46037.92,-7978.90,-20.96
210,"Fading Stories (Verse)","Alicia Alvarez",Non-Famous,61145.64,86439.03,-25293.39,-41.37
211,"Distant Voices (Anthology)","Alicia Carson",Non-Famous,54147.52,63271.85,-9124.33,-16.85
212,"Frost Roses (Sessions)","Alicia Rocha",Non-Famous,53889.25,78022.08,-24132.83,-44.78
213,"Sacred Whispers (Verse)","Alisha Diaz",Non-Famous,54852.39,61405.76,-6553.37,-11.95
214,"Wild Roses (Archives)","Allison Jacobs",Non-Famous,68075.28,80183.07,-12107.79,-17.79
215,"Silent Paths (Archives)","Amanda Combs",Non-Famous,43406.88,48781.70,-5374.82,-12.38
216,"Crimson Shadows (Saga)","Amanda Hobbs",Non-Famous,51389.59,61793.28,-10403.69,-20.24
217,"Blazing Paradise (Verse)","Amanda Luna",Non-Famous,49418.60,50942.70,-1524.10,-3.08
218,"Hidden Temples (Diaries)","Amanda Mullins",Non-Famous,27147.64,31348.29,-4200.65,-15.47
219,"Sacred Paths (Blueprint)","Amanda Neal",Non-Famous,58847.04,74868.64,-16021.60,-27.23
220,"Blazing Serenade (Edition)","Amanda Nguyen",Non-Famous,43702.74,63480.56,-19777.82,-45.26
221,"Frost Stories (Anthology)","Amanda Smith",Non-Famous,59422.97,67082.00,-7659.03,-12.89
222,"Burning Waves (Verse)","Amanda Wong",Non-Famous,23784.77,37304.30,-13519.53,-56.84
223,"Electric Horizons (Memoirs)","Amber Lewis",Non-Famous,24116.75,29452.85,-5336.10,-22.13
224,"Sapphire Rooms (Blueprint)","Amber Maxwell",Non-Famous,55931.00,72410.48,-16479.48,-29.46
225,"Storm Waves (Sessions)","Amber Sanchez",Non-Famous,57257.92,90040.49,-32782.57,-57.25
226,"Obsidian Paradise (Edition)","Amber Smith",Non-Famous,34590.72,32355.39,2235.33,6.46
227,"Broken Rhythms (Edition)","Amber Woods",Non-Famous,21823.24,22932.00,-1108.76,-5.08
228,"Lunar Letters (Soundtrack)","Amy Cole",Non-Famous,37266.72,51638.31,-14371.59,-38.56
229,"Crimson Paths","Amy Norris",Non-Famous,34422.44,48972.00,-14549.56,-42.27
230,"Whisper Temples (Redux)","Amy Turner",Non-Famous,29068.56,31822.70,-2754.14,-9.47
231,"Blazing Confessions (Anthology)","Amy Wheeler",Non-Famous,42565.50,61820.20,-19254.70,-45.24
232,"Frost Dreams (Saga)","Andre Avila DVM",Non-Famous,29440.18,38096.37,-8656.19,-29.40
233,"Lunar Rhythms (Verse)","Andre Villarreal",Non-Famous,48353.20,62079.65,-13726.45,-28.39
234,"Neon Shadows (Vol. I)","Andrea Cline",Non-Famous,53715.50,56057.50,-2342.00,-4.36
235,"Ashen Desire (Redux)","Andrea Kirby",Non-Famous,61711.56,76830.28,-15118.72,-24.50
236,"Blazing Confessions (Memoirs)","Andrew Harris MD",Non-Famous,49017.60,57122.43,-8104.83,-16.53
237,"Broken Whispers (Soundtrack)","Andrew Jimenez",Non-Famous,56184.40,80497.46,-24313.06,-43.27
238,"Blazing Signals (Sessions)","Andrew Johnson",Non-Famous,28960.82,39679.38,-10718.56,-37.01
239,"Sapphire Waves (Saga)","Andrew Martin",Non-Famous,58034.10,77361.48,-19327.38,-33.30
240,"Burning Temples (Chronicles)","Andrew Thomas",Non-Famous,39904.92,53998.00,-14093.08,-35.32
241,"Whisper Shadows","Andrew Webster",Non-Famous,30000.56,50590.10,-20589.54,-68.63
242,"Distant Visions (Archives)","Andrew Welch",Non-Famous,33036.51,51538.80,-18502.29,-56.01
243,"Glass Dreams (Redux)","Andrew Yates",Non-Famous,28191.90,31692.72,-3500.82,-12.42
244,"Blazing Desire (Sessions)","Angela Cox",Non-Famous,25650.03,33082.56,-7432.53,-28.98
245,"Moonlit Letters (Chronicles)","Angela Esparza",Non-Famous,62441.60,76963.75,-14522.15,-23.26
246,"Storm Horizons (Chronicles)","Angela Hall",Non-Famous,67542.72,82416.62,-14873.90,-22.02
247,"Storm Hearts (Archives)","Angela Krueger",Non-Famous,30812.80,44771.75,-13958.95,-45.30
248,"Whisper Paths (Redux)","Angela Luna",Non-Famous,38985.24,37440.22,1545.02,3.96
249,"Broken Lights (Verse)","Angela Ortiz",Non-Famous,51099.47,84109.76,-33010.29,-64.60
250,"Sacred Confessions (Redux)","Angela Smith",Non-Famous,34087.04,40895.92,-6808.88,-19.98
251,"Velvet Waves (Anthology)","Angelica Guerra",Non-Famous,44450.80,52906.21,-8455.41,-19.02
252,"Obsidian Hearts (Memoirs)","Angelica Jimenez",Non-Famous,51624.76,69311.52,-17686.76,-34.26
253,"Moonlit Horizons (Soundtrack)",Anitta,Famous,42836.04,52713.00,-9876.96,-23.06
254,"Glass Letters (Edition)","Ann Mills",Non-Famous,61535.68,58103.75,3431.93,5.58
255,"Midnight Horizons (Redux)","Anna Dorsey",Non-Famous,27911.00,40563.53,-12652.53,-45.33
256,"Broken Souls (Memoirs)","Anna Morton",Non-Famous,42453.00,49304.88,-6851.88,-16.14
257,"Frost Serenade (Redux)","Anthony Mcguire",Non-Famous,56800.85,66034.08,-9233.23,-16.26
258,"Distant Paths (Saga)","Anthony Moody",Non-Famous,15521.48,16100.00,-578.52,-3.73
259,"Neon Paths (Verse)","Anthony Pace",Non-Famous,41410.08,53479.92,-12069.84,-29.15
260,"Neon Letters (Soundtrack)","Anthony Richardson",Non-Famous,23624.45,32888.24,-9263.79,-39.21
261,"Silent Rhythms (Memoirs)","Anthony Smith",Non-Famous,39342.40,48996.60,-9654.20,-24.54
262,"Neon Whispers (Reprise)","Anthony Willis",Non-Famous,42095.83,53282.28,-11186.45,-26.57
263,"Fading Rhythms (Soundtrack)","Antonio Miller",Non-Famous,39921.79,52276.62,-12354.83,-30.95
264,"Crimson Desire (Saga)","April Wheeler DDS",Non-Famous,42048.16,54072.93,-12024.77,-28.60
265,"Frost Shadows (Redux)","Arthur Jones",Non-Famous,56760.00,87331.92,-30571.92,-53.86
266,"Lunar Lights (Anthology)","Ashley Burton",Non-Famous,25931.62,27120.96,-1189.34,-4.59
267,"Infinite Shadows (Verse)","Ashley Harvey",Non-Famous,60059.00,72997.47,-12938.47,-21.54
268,"Infinite Echoes","Ashley Nelson",Non-Famous,28062.51,39894.30,-11831.79,-42.16
269,"Ocean Rooms (Archives)","Ashley Pierce",Non-Famous,57098.40,79464.06,-22365.66,-39.17
270,"Moonlit Waves (Archives)","Ashley Simpson",Non-Famous,26918.75,40495.56,-13576.81,-50.44
271,"Paper Waves (Tales)","Ashley Stewart",Non-Famous,42922.74,65769.48,-22846.74,-53.23
272,"Ashen Tides (Tales)","Ashley Tucker",Non-Famous,31113.83,55690.80,-24576.97,-78.99
273,"Infinite Rhythms (Vol. II)","Austin Christian",Non-Famous,27735.18,36683.28,-8948.10,-32.26
274,"Distant Paths (Memoirs)","Becky Weaver",Non-Famous,49134.00,61759.83,-12625.83,-25.70
275,"Ocean Echoes","Benjamin Blackburn",Non-Famous,66345.27,78159.95,-11814.68,-17.81
276,"Frost Rooms (Chronicles)","Benjamin Miller",Non-Famous,92828.92,129822.31,-36993.39,-39.85
277,"Wild Shadows (Chronicles)","Beth Warren",Non-Famous,42489.46,45153.72,-2664.26,-6.27
278,"Wild Whispers (Soundtrack)","Betty Schneider",Non-Famous,32617.00,49406.46,-16789.46,-51.47
279,"Ashen Rooms (Redux)",Beyoncé,Famous,24988.80,26128.96,-1140.16,-4.56
280,"Crimson Temples (Reprise)","Bill Grimes",Non-Famous,81650.80,108965.12,-27314.32,-33.45
281,"Frost Letters (Tales)","Blake Lee",Non-Famous,57092.31,95131.41,-38039.10,-66.63
282,"Shattered Roses (Redux)","Blake Martin",Non-Famous,46632.06,62980.68,-16348.62,-35.06
283,"Electric Dreams","Bonnie Davis",Non-Famous,62022.46,79740.04,-17717.58,-28.57
284,"Broken Hearts (Chronicles)","Brad Bryan",Non-Famous,24591.90,32330.97,-7739.07,-31.47
285,"Burning Rhythms (Blueprint)","Brad Fletcher",Non-Famous,47594.79,51175.72,-3580.93,-7.52
286,"Silent Rooms (Tales)","Bradley Hale",Non-Famous,42149.40,62347.52,-20198.12,-47.92
287,"Electric Horizons (Archives)","Brady Jones",Non-Famous,26653.39,33446.60,-6793.21,-25.49
288,"Velvet Visions (Archives)","Brandi Schroeder",Non-Famous,50364.48,87458.48,-37094.00,-73.65
289,"Wild Lights (Memoirs)","Brandi Stanley",Non-Famous,54709.05,85354.61,-30645.56,-56.02
290,"Blazing Confessions (Reprise)","Brandon Sawyer",Non-Famous,36892.06,50721.99,-13829.93,-37.49
291,"Infinite Reflections (Vol. II)","Brandy Tucker",Non-Famous,73204.64,104828.24,-31623.60,-43.20
292,"Moonlit Signals (Tales)","Breanna Phelps",Non-Famous,59550.92,80169.72,-20618.80,-34.62
293,"Whisper Lights (Memoirs)","Brenda Wilson",Non-Famous,48735.39,75648.18,-26912.79,-55.22
294,"Blazing Echoes (Tales)","Brett Brown",Non-Famous,29779.96,36409.60,-6629.64,-22.26
295,"Broken Confessions (Diaries)","Brian Day",Non-Famous,41672.42,58211.64,-16539.22,-39.69
296,"Sacred Roses (Archives)","Brian Erickson",Non-Famous,25865.16,28488.60,-2623.44,-10.14
297,"Glass Hearts (Verse)","Brian Hill",Non-Famous,31551.66,43312.50,-11760.84,-37.27
298,"Silent Dreams (Vol. II)","Brian Medina",Non-Famous,41531.28,50839.36,-9308.08,-22.41
299,"Distant Hearts (Verse)","Brian Myers",Non-Famous,35554.68,44376.40,-8821.72,-24.81
300,"Electric Roses (Anthology)","Brian Nicholson",Non-Famous,32152.56,37570.17,-5417.61,-16.85
301,"Neon Hearts (Vol. I)","Brian Porter",Non-Famous,39455.10,53063.32,-13608.22,-34.49
302,"Frost Stories (Archives)","Brian Reynolds",Non-Famous,34729.20,38588.48,-3859.28,-11.11
